Id;Disease
12890;Kienbock disease
12891;Osgood-Schlatter disease
12888;Bohring-Opitz syndrome
12889;Thoracic outlet syndrome
12892;Panner disease
12893;Sinding-Larsen-Johansson disease
12897;Persistent placoid maculopathy
12904;Postencephalitic parkinsonism
12910;Caribbean parkinsonism
12807;Maternal uniparental disomy of chromosome 9
12805;Maternal uniparental disomy of chromosome 6
12804;Maternal uniparental disomy of chromosome 4
12803;Maternal uniparental disomy of chromosome 2
12800;Ring chromosome 13 syndrome
12815;Paternal uniparental disomy of chromosome 6
12814;Paternal uniparental disomy of chromosome 5
12827;Cushing disease
12825;X small rings
12833;49,XXXXY syndrome
12832;48,XXXY syndrome
12855;Eisenmenger syndrome
12850;Early-onset schizophrenia
12863;Zebra body myopathy
12856;Riboflavin transporter deficiency
12857;Solar urticaria
12858;Ligneous conjunctivitis
13046;Rare circulatory system disease
12947;Peripheral resistance to thyroid hormones
12662;Idiopathic isolated micropenis
12670;Congenital hypothyroidism due to transplacental passage of TSH-binding inhibitory antibodies
12671;Familial thyroid dyshormonogenesis
12668;Athyreosis
12669;Primary congenital hypothyroidism without thyroid developmental anomaly
12667;Thyroid ectopia
12645;Post-traumatic pituitary deficiency
12640;Pituitary apoplexy
12654;Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency
12650;Acquired central diabetes insipidus
12636;Adenohypophysitis
12637;Panhypophysitis
12608;Aneurysm or dilatation of ascending aorta
12620;Pituitary stalk interruption syndrome
12618;Combined pituitary hormone deficiencies, genetic forms
12592;Autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome
12593;Autosomal recessive cerebellar ataxia-saccadic intrusion syndrome
12597;Stevens-Johnson syndrome/toxic epidermal necrolysis spectrum
12600;Congenital tricuspid stenosis
12580;Hepatoerythropoietic porphyria
12587;COG8-CDG
12586;Secondary short bowel syndrome
12584;Acute adrenal insufficiency
12588;Angioma serpiginosum
12561;Neuroleptic malignant syndrome
12562;Spondylocostal dysostosis-anal atresia-genitourinary malformation syndrome
12563;Cerebellar ataxia, Cayman type
12564;Spinocerebellar ataxia with axonal neuropathy type 1
12565;Recessive mitochondrial ataxia syndrome
12567;Spinocerebellar ataxia type 7
12545;Deafness-infertility syndrome
12544;12q14 microdeletion syndrome
12547;Severe intellectual disability-epilepsy-anal anomalies-distal phalangeal hypoplasia
12546;15q24 microdeletion syndrome
12548;Spondyloepiphyseal dysplasia congenita
12553;Partington syndrome
12552;Non-functioning paraganglioma
12559;Pseudohypoparathyroidism type 2
12558;Pseudohypoparathyroidism type 1B
12794;Emanuel syndrome
12793;Koolen-De Vries syndrome
12792;Monosomy 13q34
12791;Recombinant 8 syndrome
12788;Non-distal monosomy 20q
12772;Distal monosomy 10q
12773;Distal monosomy 12q
12771;Kleefstra syndrome due to 9q34 microdeletion
12753;Distal monosomy 19p13.3
12749;Distal monosomy 6p
12745;7q11.23 microduplication syndrome
12747;Monosomy 22
12721;Distal trisomy 5q
12716;8p inverted duplication/deletion syndrome
12685;Mosaic trisomy 8
12672;Idiopathic congenital hypothyroidism
12674;Thyroid hemiagenesis
12675;Thyroid hypoplasia
12394;Pediatric systemic lupus erythematosus
12382;Scheie syndrome
12383;Hurler-Scheie syndrome
12381;Hurler syndrome
12325;Syndactyly type 2
12324;Syndactyly type 1
12327;Syndactyly type 4
12326;Syndactyly type 3
12328;Syndactyly type 5
12331;Brachydactyly-syndactyly, Zhao type
12343;Multiple metaphyseal dysplasia
12291;Spondyloepimetaphyseal dysplasia with multiple dislocations
12290;Spondyloepimetaphyseal dysplasia with joint laxity
12288;SPONASTRIME dysplasia
12307;Brachydactyly type B
12310;Brachydactyly type E
12311;Brachydactyly type A1
12308;Brachydactyly type C
12312;Brachydactyly type A5
12318;Brachydactyly type A2
12319;Brachydactyly type A7
12316;Brachydactyly type A4
12317;Ballard syndrome
12516;Oromandibular dystonia
12539;Neovascular glaucoma
12533;Renier-Gabreels-Jasper syndrome
12532;Smith-Fineman-Myers syndrome
12529;Chudley-Lowry-Hoar syndrome
12528;Holmes-Gang syndrome
12531;Carpenter-Waziri syndrome
12530;Juberg-Marsidi syndrome
12492;FG syndrome type 1
12490;Bladder exstrophy
12488;Isolated epispadias
12489;Cloacal exstrophy
12510;X-linked intellectual disability, Hedera type
12507;X-linked intellectual disability, Golabi-Ito-Hall type
12506;Hamel cerebro-palato-cardiac syndrome
12501;Laryngotracheoesophageal cleft type 4
12464;Juvenile dermatomyositis
12431;Primary hyperoxaluria type 1
12433;Primary hyperoxaluria type 3
12432;Primary hyperoxaluria type 2
14142;Congenital total pulmonary venous return anomaly
14164;Acquired von Willebrand syndrome
14202;48,XYYY syndrome
14203;49,XYYYY syndrome
14200;Mosaic monosomy X
14199;Monosomy X
14230;Primary dystonia, DYT2 type
14212;Complete androgen insensitivity syndrome
14210;Turner syndrome due to structural X chromosome anomalies
14261;Dermotrichic syndrome
14298;Pituitary gigantism
14323;Atypical progressive supranuclear palsy syndrome
14321;Pontiac fever
14307;Myotonia fluctuans
14308;Myotonia permanens
14309;Acetazolamide-responsive myotonia
14315;Amish lethal microcephaly
14318;Typhoid
13828;Paroxysmal exertion-induced dyskinesia
13827;Paroxysmal non-kinesigenic dyskinesia
13826;Paroxysmal kinesigenic dyskinesia
13825;Autosomal dominant dopa-responsive dystonia
13824;Primary dystonia, DYT13 type
13844;Unclassified myelodysplastic syndrome
13843;Refractory anemia
13870;Autosomal dominant Emery-Dreifuss muscular dystrophy
13865;Indolent systemic mastocytosis
13867;Aggressive systemic mastocytosis
13866;Systemic mastocytosis with associated hematologic neoplasm
13887;Congenital dyserythropoietic anemia type III
13880;X-linked Emery-Dreifuss muscular dystrophy
13872;Autosomal recessive Emery-Dreifuss muscular dystrophy
13898;Familial dysfibrinogenemia
13897;Familial afibrinogenemia
13896;Hemophilia B
13895;Hemophilia A
13914;Oculopharyngodistal myopathy
13912;Becker muscular dystrophy
13913;Duchenne muscular dystrophy
13919;Amish nemaline myopathy
13907;Early-onset X-linked optic atrophy
13909;Periventricular nodular heterotopia
13929;Late-onset distal myopathy, Markesbery-Griggs type
13928;Distal myotilinopathy
13931;Presynaptic congenital myasthenic syndromes
13930;Postsynaptic congenital myasthenic syndromes
13933;Acute inflammatory demyelinating polyradiculoneuropathy
13932;Synaptic congenital myasthenic syndromes
13922;Congenital multicore myopathy with external ophthalmoplegia
13925;Neutral lipid storage myopathy
13924;Neutral lipid storage disease with ichthyosis
13926;Desminopathy
13950;Multiple system atrophy, parkinsonian type
13951;Huntington disease-like 2
13986;Macular corneal dystrophy
13993;Congenital glaucoma
13994;Juvenile glaucoma
14017;Adult-onset foveomacular vitelliform dystrophy
14030;Spastic paraplegia type 7
14031;X-linked Charcot-Marie-Tooth disease type 5
14032;Spastic paraplegia type 2
14044;Adult-onset autosomal dominant leukodystrophy
13690;Autosomal dominant optic atrophy, classic form
13815;Isochromosomy Yq
13814;Isochromosomy Yp
13808;Alpha-thalassemia-intellectual disability syndrome linked to chromosome 16
13823;Primary dystonia, DYT6 type
13822;Primary dystonia, DYT4 type
13781;Spinocerebellar ataxia type 27
13780;Spinocerebellar ataxia type 14
13783;Spinocerebellar ataxia type 5
13782;Spinocerebellar ataxia type 4
13777;Spinocerebellar ataxia type 8
13776;Spinocerebellar ataxia type 17
13779;Spinocerebellar ataxia type 12
13778;Spinocerebellar ataxia type 10
13789;Spinocerebellar ataxia type 19/22
13788;Spinocerebellar ataxia type 18
13790;Spinocerebellar ataxia type 21
13785;Spinocerebellar ataxia type 13
13784;Spinocerebellar ataxia type 11
13786;Spinocerebellar ataxia type 15/16
13772;Spinocerebellar ataxia type 1
13773;Spinocerebellar ataxia type 2
13774;Spinocerebellar ataxia type 3
13775;Spinocerebellar ataxia type 6
13392;Autoimmune hemolytic anemia
13445;Secondary polycythemia
14986;Congenital enterocyte heparan sulfate deficiency
14865;Rare non-syndromic intellectual disability
14826;Autosomal recessive dopa-responsive dystonia
14822;Spinocerebellar ataxia type 25
14823;Spinocerebellar ataxia type 26
14820;Spinocerebellar ataxia type 28
14821;Spinocerebellar ataxia type 20
14819;Spinocerebellar ataxia type 23
14841;Porphyria cutanea tarda
14792;Charcot-Marie-Tooth disease type 1A
14793;Charcot-Marie-Tooth disease type 1B
14788;X-linked Charcot-Marie-Tooth disease type 3
14789;X-linked Charcot-Marie-Tooth disease type 4
14786;X-linked Charcot-Marie-Tooth disease type 1
14787;X-linked Charcot-Marie-Tooth disease type 2
14807;Aregenerative anemia
14752;Familial hypofibrinogenemia
14720;Autosomal dominant spastic paraplegia type 29
14721;Autosomal spastic paraplegia type 30
14722;Autosomal dominant spastic paraplegia type 31
14727;Romano-Ward syndrome
14750;Female restricted epilepsy with intellectual disability
14739;Transaldolase deficiency
14695;Autosomal dominant spastic paraplegia type 3
14702;Autosomal dominant spastic paraplegia type 10
14700;Autosomal dominant spastic paraplegia type 8
14699;Autosomal dominant spastic paraplegia type 6
14697;Autosomal recessive spastic paraplegia type 5A
14696;Autosomal dominant spastic paraplegia type 4
14710;Autosomal dominant spastic paraplegia type 19
14711;Autosomal recessive spastic paraplegia type 20
14708;X-linked spastic paraplegia type 16
14709;Autosomal dominant spastic paraplegia type 17
14706;Autosomal recessive spastic paraplegia type 14
14707;Autosomal recessive spastic paraplegia type 15
14704;Autosomal dominant spastic paraplegia type 12
14705;Autosomal dominant spastic paraplegia type 13
14718;Autosomal recessive spastic paraplegia type 27
14719;Autosomal recessive spastic paraplegia type 28
14716;Autosomal recessive spastic paraplegia type 25
14717;Autosomal recessive spastic paraplegia type 26
14714;Autosomal recessive spastic paraplegia type 23
14715;Autosomal recessive spastic paraplegia type 24
14712;Autosomal recessive spastic paraplegia type 21
14657;Primary hepatic neuroendocrine carcinoma
14656;Middle ear neuroendocrine tumor
14658;Gallbladder neuroendocrine tumor
14668;Thymic tumor
14665;Carcinoid syndrome
14678;Porphyria due to ALA dehydratase deficiency
14684;FRAXE intellectual disability
14687;Bathing suit ichthyosis
14642;Semantic dementia
14643;Progressive non-fluent aphasia
14646;Neurogenic thoracic outlet syndrome
14647;Neuroendocrine tumor of stomach
14650;Ileal neuroendocrine tumor
14651;Neuroendocrine neoplasm of appendix
14648;Duodenal neuroendocrine tumor
14649;Jejunal neuroendocrine tumor
14654;Neuroendocrine tumor of anal canal
14655;Laryngeal neuroendocrine tumor
14652;Neuroendocrine tumor of the colon
14653;Neuroendocrine tumor of the rectum
14597;Mu-heavy chain disease
14599;Gamma-heavy chain disease
14598;Alpha-heavy chain disease
14623;Hereditary angioedema type 1
14581;ACys amyloidosis
14579;ABeta amyloidosis, Dutch type
14551;Klatskin tumor
14550;Squamous cell carcinoma of the esophagus
14549;Adenocarcinoma of the esophagus
14544;Well-differentiated liposarcoma
14542;Pleomorphic liposarcoma
14540;Myxoid/round cell liposarcoma
14538;O'Sullivan-McLeod syndrome
14539;Atypical teratoid rhabdoid tumor
14520;Autosomal dominant Charcot-Marie-Tooth disease type 2A2
14513;Autosomal dominant Charcot-Marie-Tooth disease type 2F
14517;Autosomal dominant Charcot-Marie-Tooth disease type 2K
14498;Invasive mole
14499;Gestational choriocarcinoma
14500;Hydatidiform mole
14501;Placental site trophoblastic tumor
14494;Chronic graft versus host disease
14474;Acyl-CoA dehydrogenase 9 deficiency
14473;Long chain acyl-CoA dehydrogenase deficiency
14466;ACTH-independent Cushing syndrome
14465;ACTH-dependent Cushing syndrome
14452;Familial isolated hyperparathyroidism
14453;Hyperparathyroidism-jaw tumor syndrome
14450;Familial parathyroid adenoma
14451;Primary parathyroid hyperplasia
14462;Cushing syndrome due to ectopic ACTH secretion
14458;Permanent neonatal diabetes mellitus
14459;Transient neonatal diabetes mellitus
14445;Hashimoto-Pritzker syndrome
14444;Eosinophilic granuloma
14447;Adult pulmonary Langerhans cell histiocytosis
14446;Hand-Schüller-Christian disease
14441;Thymic carcinoma
14440;Thymoma
14443;Letterer-Siwe disease
14430;Secondary syringomyelia
14425;Ravine syndrome
14405;Resistance to thyrotropin-releasing hormone syndrome
14402;Yellow fever
14401;Dengue fever
14400;Crimean-Congo hemorrhagic fever
14384;Neuronal intestinal pseudoobstruction
14385;LIG4 syndrome
14391;Turcot syndrome with polyposis
14392;Familial gestational hyperthyroidism
14397;Lassa fever
14398;Nipah virus disease
14399;Marburg hemorrhagic fever
14371;Oligodontia
14376;Haddad syndrome
14345;Cleft velum
14344;Bifid uvula
14349;Mosaic trisomy 9
